Source,Filename,Bedreiging,Categorie,Citaat
knmi,52,Verhoogde ammoniumconcentraties in rivieren door intensievere regenval.,Ecologisch,an increase in rain storm depth of 30 % led to an increase in river ammonium concentration of about 40 %
knmi,52,Daling van de zuurstofconcentratie in rivieren door klimaatverandering.,Ecologisch,a decrease in dissolved oxygen concentration of about 80 %
knmi,52,Verhoogde vervuiling door overstorten van riolen.,Ecologisch,higher pollution loads in sewer overflows and in inflow to wastewater treatment plants
knmi,52,Verhoogde frequentie van het overschrijden van ammoniumdrempels in rivieren.,Ecologisch,the frequency of exceeding the ammonium threshold of 4 mg l[−][1] increased from 45 to 79 %
knmi,52,Verhoogde frequentie van het overschrijden van zuurstofdrempels in rivieren.,Ecologisch,the frequency of breaching the dissolved oxygen threshold of 4 mg l[−][1] increased from 49 to 99 %
knmi,52,Verhoogde belasting van afvalwaterzuiveringsinstallaties door klimaatverandering.,Ecologisch,"higher solids loads to clarifiers, different treatment efficiencies and higher pollution loads."
knmi,52,Verhoogde rioleringsoverstorten door verstedelijking.,Ecologisch,this could result in a four-fold increase in sewer overflow volumes.
knmi,52,Verhoogde totale instroom naar afvalwaterzuiveringsinstallaties door bevolkingsgroei.,Ecologisch,annual total inflow to the treatment plant to increase by 15–20 %
knmi,52,Verhoogde waterstanden in riolen door klimaatverandering.,Ecologisch,a 30–40 % increase in high water levels (within the sewer system).
knmi,52,Toename van hydrologische extremen.,Ecologisch,Hydrological extremes are projected to become more intense.
knmi,52,Verhoogde intensiteit van neerslag in de toekomst.,Ecologisch,Future winters are expected to see both an increase in the volume and intensity of precipitation.
knmi,52,Verhoogde piekstromen in rivieren tegen 2100.,Ecologisch,The reported overview of impact results for rivers in the North Sea region... indicates increases in river peak flow by 2100 of up to +30 % for many rivers.
knmi,52,Vroegere lente-overstromingen door smeltwater in sneeuwrijke gebieden.,Ecologisch,Earlier spring flooding is projected.
knmi,52,Verandering in seizoensgebondenheid van piekstromen en overstromingen.,Ecologisch,"Decreasing snowmelt-induced spring flow, and increased rain-fed flow in winter and autumn may change the seasonality of peak flows and floods."
knmi,52,Verhoogde frequentie en volume van riooloverstorten door klimaatverandering.,Ecologisch,The combined impact of climate change and increased urbanisation in some parts of the North Sea region could result in as much as a four-fold increase in sewer overflow volumes.
knmi,52,Klimaatverandering beïnvloedt de afvoer van rivieren.,Ecologisch,Klimaatverandering en de afvoer van Rijn en Maas
knmi,52,Klimaatverandering verhoogt het risico op overstromingen in Europa.,Ecologisch,Climate change impact on flood hazard in Europe
knmi,52,Klimaatverandering heeft invloed op de beschikbaarheid van water voor irrigatie.,Economisch,future regional water availability for agricultural irrigation
knmi,52,Klimaatverandering beïnvloedt de grondwatervoorziening in Groot-Brittannië.,Ecologisch,effects of climate change on potential groundwater recharge in Great Britain
knmi,52,Klimaatverandering leidt tot veranderingen in de frequentie van overstromingen.,Ecologisch,Transient changes in flood frequency and timing in Britain
knmi,52,Klimaatverandering heeft invloed op de hydrologie van rivieren in Duitsland.,Ecologisch,Projections of climate change impacts on river flood conditions in Germany
knmi,52,Klimaatverandering beïnvloedt de beschikbaarheid van waterbronnen in Engeland.,Ecologisch,Adapting to climate change impacts on water resources in England
knmi,52,Klimaatverandering heeft invloed op de hydrologie van twee bekken in Noord-Frankrijk.,Ecologisch,Impact of climate change on the hydrogeology of two basins in Northern France
knmi,52,Verhoogde frequentie van overstromingen door klimaatverandering.,Ecologisch,Flood risk and climate change: global and regional perspectives.
knmi,52,Toename van extreme neerslag door klimaatverandering.,Ecologisch,Potential future increase in extreme one-hour precipitation events over Europe due to climate change.
knmi,52,Onzekerheid over de impact van klimaatverandering op hydrologie.,Ecologisch,Uncertainty of the impact of climate change on the hydrology of a Nordic watershed.
knmi,52,Veranderingen in de afvoer van rivieren door klimaatverandering.,Ecologisch,Estimates of future discharges of the river Rhine using two scenario methodologies.
knmi,52,Impact van klimaatverandering op stedelijke afwateringssystemen.,Ecologisch,"Impacts of climate change on urban drainage systems – a case study in Fredrikstad, Norway."
knmi,52,Verhoogde risico's van overstromingen in Europa.,Ecologisch,Projections of flood risk in Europe.
knmi,52,Veranderingen in de hydrologie van rivieren door klimaatverandering.,Ecologisch,Estimated changes in flood quantiles of the river Meuse from resampling of regional climate model output.
knmi,52,Impact van klimaatverandering op afvalwaterbehandeling.,Ecologisch,Climate change impacts on activated sludge wastewater treatment: a case study from Norway.
knmi,52,Klimaatverandering beïnvloedt de hydrologische cycli in Europa.,Ecologisch,The influence of climate change on stream flow in Danish rivers.
knmi,52,Extreme neerslag in het Rijnbekken verandert door klimaatverandering.,Ecologisch,Future changes in extreme precipitation in the Rhine basin based on global and regional climate model simulations.
knmi,52,Verlies van biodiversiteit door wereldwijde bedreigingen voor waterbeveiliging.,Ecologisch,Global threats to human water security and river biodiversity.
knmi,52,Onzekerheid in klimaatveranderingsprojecties beïnvloedt risicobeheer.,Ecologisch,Quantifying uncertainty in projections of regional climate change: a Bayesian approach to the analysis of multi-model ensembles.
knmi,52,Veranderingen in rivierafvoeren door klimaatverandering en verstedelijking.,Ecologisch,"Impact of climate change and urban development on extreme flows in the Grote Nete watershed, Belgium."
knmi,52,Verhoogde overstromingsrisico's door klimaatverandering.,Ecologisch,"Assessing flood risk at the global scale: model setup, results and sensitivity."
knmi,52,Verlies van betrouwbaarheid van modelvoorspellingen buiten kalibratieomstandigheden.,Technologisch & digitaal,Reliability of model predictions outside calibration conditions.
knmi,52,Veranderingen in afvoertendensen in Europa door klimaatverandering.,Ecologisch,Streamflow trends in Europe: evidence from a dataset of near-natural catchments.
knmi,52,De samenstelling en productiviteit van het mariene ecosysteem in de Noordzee wordt beïnvloed door klimaatverandering.,Ecologisch,the composition and productivity of the North Sea marine ecosystem is clearly affected by climate change
knmi,52,De biologische processen en organisatie in de Noordzee worden beïnvloed door veranderingen in het milieu.,Ecologisch,the changing North Sea environment is affecting biological processes and organisation at all scales
knmi,52,De duurzame niveaus van oogsten en andere ecosysteemdiensten in de toekomst worden bedreigd.,Ecologisch,this will have consequences for sustainable levels of harvesting and other ecosystem services in the future
knmi,52,De temperatuur van het zeeoppervlak in de Noordzee is aan het stijgen.,Ecologisch,the sea surface temperature (SST) of the North Sea warmed at rates of up to 0.8 °C decade
knmi,52,De hoge temperatuurstijging in de Noordzee is deels te wijten aan antropogene factoren.,Ecologisch,the high rate of warming in the North Sea is partly due to anthropogenic factors
knmi,52,De visserijdruk en andere antropogene invloeden confonden de effecten van klimaatverandering.,Ecologisch,confounded by the effects of increasing fishing pressure and other anthropogenic drivers
knmi,52,"De temperatuur van de Noordzee stijgt, wat invloed heeft op het mariene ecosysteem.",Ecologisch,the rate of warming that the North Sea experienced from 1983 to 2007 is too high to persist
knmi,52,Er zijn abrupte veranderingen in de biota van de Noordzee waargenomen sinds de jaren 80.,Ecologisch,"Abrupt changes in many components of the biota, sometimes called ‘regime shifts’, have been observed in the North Sea since the 1980s."
knmi,52,De veranderingen in temperatuur en andere oceanische en atmosferische variabelen beïnvloeden de biota in de Noordzee.,Ecologisch,it is evident that biota in the North Sea are responding to these strong signals.
knmi,52,De distributie en seizoenspatronen van mariene organismen veranderen door klimaatverandering.,Ecologisch,"the vast majority of long-term data sets assembled for the North Sea showed changes in the distribution, abundance or seasonal patterns"
knmi,52,De snelheid van distributieverandering van mariene soorten is hoger dan eerder waargenomen.,Ecologisch,The rate of distribution shift for leading edges is faster (*72 km decade[−][1]) than the rate of shift of trailing edges (*15 km decade[−][1]).
knmi,52,De invloed van klimaatverandering op de biota van de Noordzee is moeilijk te begrijpen door de complexiteit van de processen.,Ecologisch,the nature of the processes involved is by no means clear
knmi,52,De Noordzee is onderhevig aan verschillende fysieke en chemische invloeden die de biota beïnvloeden.,Ecologisch,"All North Sea biota are affected by a range of physical and chemical drivers, including inflowing water masses, currents within the North Sea, nutrients, atmospheric warming, winds and other mixing forces."
knmi,52,Klimaatverandering beïnvloedt de temperatuur in mariene ecosystemen.,Ecologisch,Temperature is indeed a key variable in the marine environment because it is affected by many hydro-climatic processes.
knmi,52,Veranderingen in de samenstelling van fytoplankton door klimaatverandering.,Ecologisch,The biological pump may be less efficient in a warmer world because of changes in phytoplanktonic types.
knmi,52,Biogeografische verschuivingen in zoöplankton door opwarming.,Ecologisch,Major biogeographical shifts in zooplankton have been identified in the Northeast Atlantic in response to the warming observed in the region.
knmi,52,Afname van de diversiteit van dinoflagellaten in de Noordzee.,Ecologisch,Total abundance of dinoflagellates has declined since 1960.
knmi,52,Verandering in de fenologie van diatomeeën door klimaatverandering.,Ecologisch,The phenology of three diatom species... did not respond to climate warming in the same way.
knmi,52,Verhoogde stratificatie van de oceanen door klimaatverandering.,Ecologisch,"Deepening of the nutricline, as a result of increased stratification, would shift the phytoplankton community."
knmi,52,Overexploitatie van mariene voedselwebben.,Ecologisch,The persistent simplification of marine food webs by overexploitation may have diminished the importance of top-down control in marine ecosystems.
knmi,52,Verandering in biodiversiteit van plankton door temperatuurstijging.,Ecologisch,Such increases in diversity have also been identified for other taxonomic groups such as dinoflagellates.
knmi,52,Afname van de gemiddelde grootte van copepods door temperatuurstijging.,Ecologisch,The increase in copepod diversity has been paralleled by a concomitant reduction in their mean size.
knmi,52,Abrupte ecosysteemverschuivingen door temperatuurstijging.,Ecologisch,Such a boundary separates regions where abrupt ecosystem shifts have been reported in the North Atlantic and the North Sea.
knmi,52,Verandering in de structuur en diversiteit van plankton gemeenschappen.,Ecologisch,"The North Sea regime shift has involved an increase in phytoplankton biomass, and changes in plankton community structure, diversity and phenology."
knmi,52,Toename van kwallenpopulaties die schade toebrengen aan de visserij.,Ecologisch,"Jellyfish abundance has increased and there have been reports of incursions of the oceanic scyphozoan Pelagia noctiluca into the North Sea, causing mortalities in farmed salmon."
knmi,52,Verandering in fenologie van ctenoforen door temperatuurstijging.,Ecologisch,The Helgoland Roads time series showed abrupt shifts (earlier bloom timing) in the phenology of the ctenophores Beroe gracilis and Pleurobrachia pileus in 1987/88.
knmi,52,Afname van de abundantie van kleine copepods door temperatuurstijging.,Ecologisch,An inverse relationship between SST anomalies and abundance of small copepods; lowest copepod abundance was observed in the 2000s when sea temperatures were warmest.
knmi,52,Verandering in de verspreiding en fenologie van Calanus soorten door temperatuurstijging.,Ecologisch,Increasing temperature is a major factor in observed changes in Calanus phenology.
knmi,52,Mogelijke tijdsvertraging in de synchronisatie van copepod abundantie.,Ecologisch,A comparison of the Helgoland Roads and CPR data indicates a possible time-lagged synchrony (3–5 years) in copepod abundance.
knmi,52,Complexe processen die de veranderingen in de Noordzee beïnvloeden.,Ecologisch,There are important processes occurring at regional and local scales that modify the simple global pattern.
knmi,52,Veranderingen in de samenstelling van benthische gemeenschappen door klimaatverandering.,Ecologisch,The northern range edge of many benthic invertebrate species in the North Sea has expanded with increased temperature.
knmi,52,Afname van de biodiversiteit in benthische gemeenschappen door temperatuurstijging.,Ecologisch,"Mean annual and maximum temperatures increase along a northwest to southeast gradient, while minimum temperature decreases."
knmi,52,Verlies van belangrijke voedselbronnen in het ecosysteem door veranderingen in benthische gemeenschappen.,Ecologisch,"Benthic species play an important role in the food web, as a food source for higher trophic levels such as crabs, fishes and migrant birds."
knmi,52,Onzekerheid over de trends in benthische gemeenschappen door gebrek aan gestandaardiseerde tijdreeksen.,Ecologisch,"The ability to detect changes in benthic communities in the North Sea is hampered by lack of regular, standardised time series."
knmi,52,Veranderingen in de hydrografische variabelen die de benthische gemeenschappen beïnvloeden.,Ecologisch,Benthic community structure in the North Sea is affected by hydrographic variables; bottom water temperature has a particularly strong influence.
knmi,52,Variabiliteit in nutriëntenvoorziening door de Noord-Atlantische Oscillatie.,Ecologisch,The North Atlantic Oscillation (NAO) drives some of the observed changes in benthic-pelagic coupling.
knmi,52,Verlies van biodiversiteit door de toename van niet-inheemse soorten.,Ecologisch,"the increase in numbers of non-native species, which was attributed to species introduced by shipping."
knmi,52,Afname van bivalve soorten door frequente mislukking van de voortplanting.,Ecologisch,"the decline of bivalve species biomass by 2009 may be due to frequent recruitment failure, related to temperature increase."
knmi,52,Verhoogde predatie op bivalve larven door grijze garnalen.,Ecologisch,Predation by grey shrimp on bivalve spat may have a knock-on effect on the productivity of the mussel beds.
knmi,52,Verandering in de trofische structuur van het ecosysteem door klimaatverandering.,Ecologisch,climate-induced changes on one trophic level can have important consequences for food-web structure and functioning.
knmi,52,Verhoogde concurrentie tussen grazers en algen door klimaatverandering.,Ecologisch,The balance between grazers/suspension feeders and fucoids is likely to alter as climate changes.
knmi,52,Verandering in de verspreiding van intergetijden soorten door klimaatverandering.,Ecologisch,changes in the distribution of intertidal species on rocky shores have been related to climate variability and change for decades.
knmi,52,Verlies van voedselbronnen voor trekvogels door afname van mosselbedden.,Ecologisch,foraging areas for breeding shorebirds and refuelling areas for long-distance migratory birds.
knmi,52,Verhoogde druk op mariene ecosystemen door menselijke activiteiten zoals visserij en habitatverandering.,Ecologisch,"human pressures from fisheries, habitat alteration (seawall building, harbour construction, dredging), eutrophication and/or pollution."
knmi,52,De opwarming van de Noordzee beïnvloedt de visfauna en leidt tot een toename van warmtematige vissoorten.,Ecologisch,The increased abundance of warm-temperate fish species has had a remarkable effect on species richness in the North Sea.
knmi,52,De afname van visvangsten in de nabijgelegen gebieden dwingt tot verdere visserij op grotere afstand.,Economisch,Declining catches since the fourteenth century from accessible nearshore areas of the North Sea led to the development of ever more distant fisheries.
knmi,52,"Veranderingen in temperatuur beïnvloeden de groei en het gedrag van vissoorten, wat gevolgen heeft voor de visserij.",Ecologisch,Changes in phenology and growth are linked.
knmi,52,Seizoensgebonden variaties in voedselproductie kunnen leiden tot een afname van de groei van vissoorten.,Ecologisch,a reduction in food production in the nursery areas could result in further reduction of growth rates.
knmi,52,De verschuiving in het voortplantingstijdstip van vissoorten door temperatuurveranderingen kan de vispopulaties beïnvloeden.,Ecologisch,Four out of seven sole stocks around the British Isles...showed a significant trend towards earlier spawning over the 40-year period.
knmi,52,De toename van de temperatuur kan leiden tot een afname van de asymptotische grootte van vissoorten.,Ecologisch,This may affect the productivity and reproduction of the stock.
knmi,52,Voedselbeperkingen door veranderingen in vispopulaties.,Ecologisch,food limitation (as previously mentioned for plaice and sole)
knmi,52,Veranderingen in de distributie van vissoorten door ecologische omstandigheden.,Ecologisch,"Changes in distribution are often thought of as movements of a population brought about by migration, as ecological conditions become less favourable."
knmi,52,Afname van predatory fish in de Noordzee door industriële visserij.,Ecologisch,The scale of industrial (forage fish) fisheries in the North Sea has resulted in a fish community with fewer predatory fish compared to areas such as the Celtic Sea.
knmi,52,Veranderingen in de visgemeenschappen door klimaatverandering en visserij.,Ecologisch,The effects of climate and fishing interact to change the structure of fish communities.
knmi,52,Noordwaartse verschuiving van vissoorten door temperatuurveranderingen.,Ecologisch,Most fish species have exhibited northerly shifts in mean latitude and/or movements into deeper water over the past thirty years.
knmi,52,Veranderingen in de recruitment van vis door temperatuur.,Ecologisch,Climate is one of the factors regulating recruitment of fish in the North Sea.
knmi,52,Laag recruitment van haring door ongunstige omgevingsomstandigheden.,Ecologisch,"Poor recruitment during the period 1971–1979 has been ascribed to low north-western North Sea, resulting in unfavourable environmental conditions."
knmi,52,Veranderingen in de zoöplankton gemeenschap door opwarming van de Noordzee.,Ecologisch,This is ascribed to the warming of the North Sea and substantial changes in the zooplankton community described earlier in this chapter.
knmi,52,Afname van de biomassa van de vispopulatie door visserij.,Ecologisch,A major west to east shift in cod distribution from the early 1980s to 2000 can be related to fisheries-induced reduction in stock biomass rather than climate.
knmi,52,Verlies van vissoorten door habitatveranderingen.,Ecologisch,"other factors including eutrophication, prey availability and habitat modification probably also need to be considered."
knmi,52,Vermindering van de biomassa van demersale vis in de Nederlandse Waddenzee.,Ecologisch,Pronounced changes have taken place in the biomass of demersal fish in the Dutch Wadden Sea since monitoring started in 1960–1970.
knmi,52,Afname van de dichtheid van 0-jarige schol in de Waddenzee.,Ecologisch,The densities of 0-year old plaice have strongly reduced since the mid-1980s to a stable and low level that has not changed since 2000.
knmi,52,Verlies van de kraamfunctie van de Waddenzee voor schol.,Ecologisch,"the most likely explanation for the recent loss of the nursery function, especially for plaice, is that increased temperatures make coastal areas unsuitable for growth."
knmi,52,Verandering in het seizoen waarin schol in de Waddenzee verblijft.,Ecologisch,they now tend to disappear in July/August.
knmi,52,Verhoogde temperaturen die de groei van jonge schol belemmeren.,Ecologisch,recent higher summer temperatures result in metabolic activity raised to levels at which food becomes limiting.
knmi,52,Afname van de eelpout in de Waddenzee door temperatuurstijging.,Ecologisch,the decline observed in eelpout Zoarces vivparus in the Wadden Sea since 1985 is due to an increase in temperature above the thermal maximum of the species.
knmi,52,Onzekerheid over de mechanismen die de veranderingen in visfauna beïnvloeden.,Ecologisch,the mechanisms underlying the large changes observed in the fish fauna of the Wadden Sea are still largely unknown.
knmi,52,Moeilijkheden bij het voorspellen van de effecten van klimaatvariabiliteit op verschillende trofische niveaus.,Ecologisch,Predicting the effects of climate variability on and through the different trophic levels is a major challenge.
knmi,52,Veranderingen in het klimaat beïnvloeden de beschikbaarheid van voedsel voor zeevogels.,Ecologisch,"climate is known to affect several seabird populations through their main prey species, lesser sandeel"
knmi,52,De afname van de populatie van zwarte pootmeeuwen in het VK.,Ecologisch,Black-legged kittiwake populations have declined by more than 50 % since 1990
knmi,52,De afname van de soort Calanus finmarchicus in de Noordzee.,Ecologisch,large declines in abundance of C. finmarchicus have occurred in the North Sea
knmi,52,De afname van de voortplantingssucces van zeevogels door veranderingen in de beschikbaarheid van voedsel.,Ecologisch,low reproductive success of several forage-fish-dependent seabird species has been linked to these declines
knmi,52,De verschuiving van zeevogelpopulaties naar het noorden door veranderingen in het ecosysteem.,Ecologisch,"breeding populations of piscivorous seabirds in the boreal Northeast Atlantic, including the North Sea will shift northwards"
knmi,52,De impact van klimaatverandering op de voortplantingsfenologie van zeevogels.,Ecologisch,Global climate change is likely to cause shifts in the timing of peak food availability
knmi,52,Verlies van broedsucces bij zeevogels door klimaatverandering.,Ecologisch,Annual mean breeding success was lower in years in which breeding took place later than normal for European shags.
knmi,52,Verandering in trofische interacties door opwarming van de Noordzee.,Ecologisch,"Recent warming, in combination with overfishing, has caused major changes in trophic interactions within the marine food web."
knmi,52,Verminderde populatie van zeevogels door gecombineerde effecten van klimaatverandering en andere antropogene bedreigingen.,Ecologisch,73 % of the species in this bird community were considered to be of high or very high population concern for the future.
knmi,52,Verhoogd risico op overstromingen voor broedende vogels in laaggelegen zoutmoerassen.,Ecologisch,"Maximum high tide has increased twice as fast as mean high tide over the past four decades, resulting in more frequent and more catastrophic flooding of nests."
knmi,52,Verminderde reproductieve output van de Eurasian oystercatcher door toenemende overstromingsrisico's.,Ecologisch,"Increasing flooding risks have reduced the reproductive output below stable population levels in at least one species, the Eurasian oystercatcher Haematopus ostralegus."
knmi,52,Veranderingen in de timing van broeden door temperatuurveranderingen.,Ecologisch,A warming trend may advance the timing of breeding in some species and delay it in others.
knmi,52,Negatieve effecten op de metabolisme en voortplanting van zeezoogdieren door temperatuurveranderingen.,Gezondheid,Changes in the ambient temperature outside their preferred range therefore require additional expenditures of energy.
knmi,52,Afname van de populatie van zeezoogdieren door herhaalde sterftegevallen door thermische stress.,Gezondheid,Repeated mortality events resulting from thermal stress can lead to population decreases.
knmi,52,Veranderingen in de beschikbaarheid van prooien voor zeezoogdieren door klimaatverandering.,Ecologisch,Climate change is also expected to affect marine mammals indirectly.
knmi,52,Verlies van kritische habitats voor mariene zoogdieren door klimaatverandering.,Ecologisch,changes in critical habitats (due to warming)
knmi,52,Verlies van broed- en opfokstranden door zeespiegelstijging.,Ecologisch,nesting and rearing beaches (due to sea-level rise)
knmi,52,Toename van ziekten en biotoxines door stijgende temperaturen.,Gezondheid,increases in diseases and biotoxins (due to rising temperatures)
knmi,52,Verhoogde kwetsbaarheid van populaties door menselijke activiteiten zoals vervuiling.,Sociaal & Maatschappelijk,"interaction with non-climate stressors resulting from human activities, such as pollution"
knmi,52,Afname van de populatie van de zwarte zee-eend door negatieve effecten van temperatuur.,Ecologisch,Black-legged kittiwake Isle of May Sea temperature Negative
knmi,52,Afname van de jaarlijkse overleving van de noordelijke fulmar door negatieve effecten van temperatuur.,Ecologisch,Annual survival Northern fulmar Orkney NAO index Negative
knmi,52,Verandering in de distributie van de bruinvis door klimaatverandering.,Ecologisch,distributional shift appears to have taken place from the north-western North Sea
knmi,52,Verhoogde kans op verhongering bij de bruinvis door afname van voedselbeschikbaarheid.,Gezondheid,increased likelihood of starvation
knmi,52,Verandering in het dieet van de bruinvis door afname van de zandspiering.,Gezondheid,lower proportion of sandeels in the diet of porpoises
knmi,52,Verschuiving in het verspreidingsgebied van dolfijnen door stijgende temperaturen.,Ecologisch,recent changes in range expansion for several dolphin species
knmi,52,Toename van warmwatersoorten zoals de gewone dolfijn in de Noordzee.,Ecologisch,"(common) bottlenose dolphin Tursiops truncatus, off the northeast coast of Scotland"
knmi,52,De noordelijke uitbreiding van het leefgebied van de gewone dolfijn.,Ecologisch,this northward expansion of common dolphin habitat into the northern North Sea is not necessarily due to global climate change.
knmi,52,De afname van het leefgebied van de witbeaked dolfijn door stijgende zeetemperaturen.,Ecologisch,the range of the white-beaked dolphin might be expected to contract in response to rising sea temperature.
knmi,52,De toename van warmwatersoorten in de Noordzee.,Ecologisch,"A number of warm-water species have in recent decades been recorded for the first time in UK waters, including the North Sea."
knmi,52,De mogelijke verdringing van koudwatersoorten door warmwatersoorten.,Ecologisch,"some formerly abundant cold-water species, such as white-beaked dolphins... may be displaced."
knmi,52,Verlies van belangrijke rust- en voortplantingslocaties voor zeehonden door zeespiegelstijging.,Ecologisch,"changes to their physical habitat, through sea-level rise for example may cause haul-out locations in caves or on low-lying coasts to be modified or even lost."
knmi,52,Verlies van voedselbronnen voor zeehonden door klimaatverandering.,Ecologisch,"climate may affect seals indirectly, through changes in abundance or distribution of one or more of their most important prey species."
knmi,52,Verandering in de ecosysteemstructuur van de Noordzee door klimaatverandering.,Ecologisch,the North Sea ecosystem as a whole has undergone a series of shifts in state.
knmi,52,Veranderingen in de samenstelling en productiviteit van mariene ecosystemen door klimaatverandering.,Ecologisch,the composition and productivity of North Sea marine ecosystems are affected by climate change
knmi,52,Afname van de kwaliteit en kwantiteit van planktonisch voedsel voor larven van kabeljauw.,Ecologisch,the decline in the quality and quantity of planktonic prey
knmi,52,Hogere zeetemperaturen die de overlevingskansen van larven van kabeljauw negatief beïnvloeden.,Ecologisch,high sea temperatures may have had a double negative impact on larval cod survival
knmi,52,Mismatch tussen de ontwikkeling van kabeljauwlarven en de beschikbaarheid van hun prooi.,Ecologisch,the increased rate of development probably resulted in a mismatch with prey
knmi,52,Complexe biologische reacties op temperatuurveranderingen die moeilijk te voorspellen zijn.,Ecologisch,"biological responses in terms of growth, survival, phenology and population shifts are often more complex than might be expected"
knmi,52,Onzekerheid over de oorzaken van veranderingen in de kabeljauwpopulatie.,Ecologisch,Uncertainty over the causes of observed changes in cod over the past century
knmi,52,Veranderingen in de biodiversiteit van het Noordzeesysteem door klimaatverandering.,Ecologisch,Substantial biological changes in the Northeast Atlantic including the North Sea have been associated with shifts in the sub-polar gyre and warming over recent decades.
knmi,52,Verlies van karakteristieke Noordzeesoorten door milieuveranderingen.,Ecologisch,"the biotic response was evident, it did not include loss of characteristic North Sea species or a complete change in the character of the ecosystems."
knmi,52,Verstoring van de voedselketens door klimaatverandering.,Ecologisch,"climate warming may exacerbate trophic mismatching and result in disruption of the functioning, persistence and resilience of North Sea ecosystems."
knmi,52,Onzekerheid over de aanpassingscapaciteit van soorten aan klimaatverandering.,Ecologisch,it is currently uncertain whether genetic adaptations within species populations will be able to cope with these changes.
knmi,52,Verandering in de fenologie van soorten door klimaatverandering.,Ecologisch,the empirical evidence suggests that phenological changes will continue as climate warming continues.
knmi,52,Toename van algale biomassa door temperatuurstijging.,Ecologisch,"the increase in temperature, light (through improved transparency), and wind in the south-eastern North Sea have probably contributed to the increase in algal biomass in this region during the period 1948–2004."
knmi,52,Afname van de groei van vissoorten door opwarming van de Noordzee.,Ecologisch,Warming temperatures and smaller body sizes: synchronous changes in growth of North Sea fishes.
knmi,52,Klimaatverandering beïnvloedt de biodiversiteit in mariene ecosystemen.,Ecologisch,Impacts of climate change on fisheries.
knmi,52,Veranderingen in de visdistributie door temperatuurstijging.,Geopolitiek & militair,Changes in fish distribution in the eastern North Atlantic: are we seeing a coherent response to changing temperature?
knmi,52,Afname van de rekruteringssuccessen van schelpen in de Waddenzee.,Ecologisch,"Decline of recruitment success in cockles and other bivalves in the Wadden Sea: possible role of climate change, predation on postlarvae and fisheries."
knmi,52,Verschuivingen in planktonpopulaties door klimaatverandering.,Ecologisch,Rapid biogeographical plankton shifts in the North Atlantic Ocean.
knmi,52,Verlies van mariene biodiversiteit door klimaatverandering.,Ecologisch,Long-term responses of North Atlantic calcifying plankton to climate change.
knmi,52,Veranderingen in de fenologie van mariene vogels door klimaatverandering.,Sociaal & Maatschappelijk,Assessing the vulnerability of the marine bird community in the western North Sea to climate change and other anthropogenic impacts.
knmi,52,Verschuivingen in de trofische netwerken door klimaatverandering.,Ecologisch,Phenological trends and trophic mismatch across multiple levels of a North Sea pelagic food web.
knmi,52,Afname van de vispopulaties door klimaatverandering.,Ecologisch,Recruitment depressions in North Sea herring.
knmi,52,Veranderingen in de oceanische koolstofcyclus door diepte van de nutricline.,Ecologisch,The role of nutricline depth in regulating the ocean carbon cycle.
knmi,52,Verlies van visserijcapaciteit door klimaatverandering.,Economisch,Integrating ecophysiology and plankton dynamics into projected maximum fisheries catch potential under climate change in the Northeast Atlantic.
knmi,52,Klimaatverandering beïnvloedt de verspreiding van mariene soorten.,Ecologisch,Climate change and fishing: a century of shifting distribution in North Sea cod.
knmi,52,Veranderingen in de timing van voortplanting van vissoorten door opwarming van het zeewater.,Ecologisch,Shifts in the timing of spawning in sole linked to warming sea temperatures.
knmi,52,De afname van zeevogels door veranderingen in de beschikbaarheid van voedsel.,Ecologisch,The role of industrial fisheries and oceanographic change in the decline of North Sea black-legged kittiwakes.
knmi,52,De impact van klimaatverandering op mariene zoogdieren.,Ecologisch,Impacts of climate change on marine mammals.
knmi,52,De variabiliteit in de beschikbaarheid van prooien voor roofdieren.,Ecologisch,Climate and the match or mismatch between predator requirements and resource availability.
knmi,52,De invloed van klimaatverandering op de fenologie van mariene organismen.,Ecologisch,Impact of climate change on marine pelagic phenology and trophic mismatch.
knmi,52,De afname van de populatie van bepaalde vissoorten door overbevissing.,Economisch,Lessons learned from stock collapse and recovery of North Sea herring: a review.
knmi,52,De verstoring van het ecosysteem door veranderingen in de hydrodynamica.,Ecologisch,Effects of hydrodynamics on the transport of Downs herring larvae.
knmi,52,De impact van temperatuurverandering op de interacties tussen roofdieren en prooien.,Ecologisch,Potential impact of temperature change on epibenthic predator-bivalve prey interactions in temperate estuaries.
knmi,52,De invloed van klimaatverandering op de biodiversiteit in mariene ecosystemen.,Ecologisch,Global Marine Ecological Status Report: results from the global CPR survey 2010/2011.
knmi,52,Afname van de sandeelpopulatie.,Ecologisch,sandeel abundance
knmi,52,Afname van de voedselbeschikbaarheid voor zeevogels.,Ecologisch,discards by commercial fisheries and their significance as food for seabirds
knmi,52,Verlies van habitat voor de bruinvis.,Ecologisch,habitat in German waters
knmi,52,Verandering in de samenstelling van de zeehondendieet.,Ecologisch,Grey seal diet composition and prey consumption
knmi,52,Afname van de populatie van zeezoogdieren in de Noordzee.,Ecologisch,Abundance of harbour porpoises and other cetaceans
knmi,52,Verandering in de biodiversiteit door klimaatverandering.,Ecologisch,climate-driven biodiversity changes
knmi,52,Verandering in de structuur en functie van het voedselweb.,Ecologisch,Changes in the structure and function of the North Sea fish foodweb
